code_geo,libelle,part_commerce_transport_services_2023,population_2022,nb_etablissements_2023,densite_population_2022,taux_activite_2022,mediane_niveau_vie_2021,part_industrie_2023,part_construction_2023,nb_hotels_2022,nb_campings_2022
1001,L'Abergement-Clémenciat,19.2,859.0,16.0,53.9,82.1,25820.0,0.0,30.8,0.0,0.0
1002,L'Abergement-de-Varey,50.0,273.0,4.0,29.8,80.1,24480.0,0.0,0.0,0.0,0.0
1004,Ambérieu-en-Bugey,54.6,15554.0,599.0,632.3,76.7,21660.0,7.5,6.0,1.0,0.0
1005,Ambérieux-en-Dombes,27.9,1917.0,45.0,120.4,81.3,24610.0,19.8,15.2,2.0,1.0
1006,Ambléon,0.0,114.0,1.0,19.4,70.8,24210.0,0.0,0.0,0.0,0.0
1007,Ambronay,42.0,2828.0,73.0,84.3,80.2,24860.0,20.7,7.3,0.0,0.0
1008,Ambutrix,77.6,764.0,22.0,146.4,79.7,26300.0,0.0,7.9,0.0,0.0
1009,Andert-et-Condon,40.0,335.0,5.0,48.3,81.2,24810.0,40.0,0.0,0.0,0.0
1010,Anglefort,6.8,1150.0,19.0,39.3,76.4,24700.0,74.4,7.2,1.0,0.0
1011,Apremont,21.4,399.0,6.0,27.4,82.1,24530.0,7.1,0.0,0.0,0.0
1012,Aranc,13.0,329.0,8.0,15.2,80.4,24270.0,56.5,4.3,1.0,0.0
1013,Arandas,0.0,140.0,4.0,9.9,77.9,22180.0,0.0,0.0,0.0,0.0
1014,Arbent,44.5,3482.0,249.0,148.2,76.4,22410.0,34.4,4.8,1.0,0.0
1015,Arboys en Bugey,20.0,688.0,15.0,30.6,82.2,23800.0,20.0,6.7,0.0,0.0
1016,Arbigny,18.5,459.0,7.0,26.3,84.1,23080.0,29.6,14.8,1.0,0.0
1017,Argis,57.4,420.0,12.0,53.6,72.4,20790.0,21.3,4.3,0.0,0.0
1019,Armix,0.0,25.0,1.0,3.7,86.7,,0.0,0.0,0.0,0.0
1021,Ars-sur-Formans,59.2,1513.0,37.0,275.1,78.9,26430.0,8.5,5.4,1.0,1.0
1022,Artemare,55.9,1141.0,48.0,304.3,77.3,22000.0,1.4,8.1,1.0,1.0
1023,Asnières-sur-Saône,0.0,77.0,4.0,16.5,75.5,,0.0,0.0,0.0,0.0
1024,Attignat,69.8,3372.0,82.0,180.4,83.1,24460.0,19.1,3.4,1.0,0.0
1025,Bâgé-Dommartin,53.6,4057.0,65.0,71.3,80.0,24880.0,8.1,4.7,0.0,0.0
1026,Bâgé-le-Châtel,19.8,987.0,37.0,1121.6,83.5,22860.0,3.4,1.5,0.0,0.0
1027,Balan,29.2,2878.0,70.0,159.5,78.4,25770.0,50.4,7.6,0.0,0.0
1028,Baneins,41.7,618.0,13.0,69.4,81.5,25520.0,0.0,11.1,0.0,0.0
1029,Beaupont,9.9,717.0,17.0,51.0,76.9,21350.0,17.0,0.0,0.0,0.0
1030,Beauregard,74.6,826.0,15.0,878.7,80.1,24240.0,1.7,5.1,0.0,0.0
1031,Bellignat,36.3,3581.0,183.0,457.3,69.5,20550.0,46.6,3.3,2.0,0.0
1032,Béligneux,41.7,3484.0,108.0,262.0,80.5,23060.0,23.1,18.0,0.0,0.0
1033,Valserhône,38.9,16162.0,521.0,258.5,77.1,23780.0,15.4,14.6,6.0,0.0
1034,Belley,26.0,9270.0,411.0,413.5,73.9,21180.0,31.4,4.8,1.0,0.0
1035,Belleydoux,6.7,306.0,7.0,17.4,80.1,26160.0,33.3,26.7,0.0,0.0
1036,Valromey-sur-Séran,31.9,1350.0,20.0,23.8,76.6,23820.0,6.4,17.0,0.0,0.0
1037,Bénonces,7.7,311.0,7.0,20.3,78.5,21770.0,7.7,30.8,0.0,0.0
1038,Bény,22.2,769.0,13.0,42.1,80.9,24250.0,0.0,18.5,0.0,0.0
1040,Béréziat,45.5,481.0,8.0,44.4,82.3,23440.0,0.0,0.0,0.0,0.0
1041,Bettant,63.6,762.0,10.0,226.1,82.0,25150.0,0.0,9.1,0.0,0.0
1042,Bey,76.9,290.0,3.0,104.7,82.6,25520.0,0.0,0.0,0.0,0.0
1043,Beynost,57.3,4936.0,331.0,463.9,78.5,28730.0,25.6,11.7,2.0,0.0
1044,Billiat,18.9,669.0,14.0,48.8,84.2,28550.0,16.2,32.4,1.0,0.0
1045,Birieux,6.2,280.0,6.0,17.7,85.6,28180.0,0.0,6.2,0.0,0.0
1046,Biziat,23.4,897.0,21.0,78.8,81.7,24260.0,0.0,35.9,0.0,0.0
1047,Blyes,34.1,1351.0,78.0,145.0,84.9,27110.0,54.0,3.5,1.0,0.0
1049,La Boisse,39.7,3401.0,112.0,361.8,78.0,26780.0,44.6,4.4,1.0,0.0
1050,Boissey,14.8,390.0,7.0,43.1,81.1,23180.0,7.4,11.1,0.0,0.0
1051,Bolozon,0.0,99.0,1.0,20.1,75.9,,0.0,0.0,0.0,0.0
1052,Bouligneux,26.7,323.0,11.0,12.4,78.0,27630.0,0.0,40.0,0.0,0.0
1053,Bourg-en-Bresse,38.7,42065.0,2051.0,1763.0,70.5,20210.0,10.2,2.8,9.0,0.0
1054,Bourg-Saint-Christophe,18.4,1540.0,18.0,171.5,84.1,27320.0,0.0,24.5,0.0,0.0
1056,Boyeux-Saint-Jérôme,0.0,362.0,11.0,21.4,83.4,21640.0,15.8,0.0,0.0,0.0
1057,Boz,6.3,509.0,17.0,69.6,79.9,24300.0,89.0,1.6,0.0,0.0
1058,Brégnier-Cordon,26.1,812.0,28.0,73.8,79.1,23420.0,54.5,2.8,0.0,1.0
1060,Brénod,20.0,547.0,16.0,23.0,85.7,24970.0,8.9,22.2,0.0,0.0
1061,Brens,25.4,1117.0,17.0,161.9,77.6,25110.0,35.8,10.4,0.0,0.0
1062,Bressolles,22.0,1003.0,24.0,129.8,81.8,28710.0,56.0,13.2,0.0,0.0
1063,Brion,34.8,591.0,29.0,131.9,79.4,25400.0,47.0,12.9,0.0,0.0
1064,Briord,19.0,1102.0,24.0,89.7,80.6,23440.0,66.9,1.1,0.0,0.0
1065,Buellas,34.7,1884.0,31.0,184.5,81.2,26810.0,2.7,36.7,1.0,0.0
1066,La Burbanche,40.0,97.0,3.0,9.0,62.5,,20.0,0.0,0.0,0.0
1067,Ceignes,66.3,263.0,6.0,26.3,82.7,25900.0,30.2,0.0,0.0,0.0
1068,Cerdon,26.2,755.0,16.0,61.4,81.3,21410.0,0.9,16.8,0.0,0.0
1069,Certines,57.3,1518.0,44.0,95.4,82.1,25570.0,10.4,25.3,0.0,0.0
1071,Cessy,66.4,5570.0,96.0,871.7,84.2,42540.0,1.9,8.3,0.0,0.0
1072,Ceyzériat,49.2,3306.0,132.0,353.2,78.7,25320.0,16.2,6.5,0.0,0.0
1073,Ceyzérieu,41.4,1028.0,21.0,52.1,78.6,25250.0,2.9,15.7,0.0,0.0
1074,Chalamont,50.7,2544.0,88.0,77.4,82.4,23720.0,8.1,8.3,0.0,0.0
1075,Chaleins,30.4,1436.0,63.0,84.5,82.9,24890.0,46.5,9.4,0.0,1.0
1076,Chaley,0.0,127.0,3.0,27.6,64.1,21070.0,0.0,0.0,0.0,1.0
1077,Challes-la-Montagne,0.0,185.0,4.0,24.2,86.3,24620.0,25.0,0.0,0.0,0.0
1078,Challex,9.1,1628.0,13.0,187.8,81.3,44460.0,2.7,3.6,0.0,0.0
1079,Champagne-en-Valromey,21.3,826.0,37.0,45.5,75.2,22770.0,0.0,3.9,0.0,1.0
1080,Champdor-Corcelles,7.2,655.0,15.0,20.8,81.1,23720.0,5.8,53.6,0.0,1.0
1081,Champfromier,2.6,709.0,16.0,21.9,82.0,27400.0,90.1,1.3,0.0,1.0
1082,Chanay,1.9,595.0,9.0,32.9,70.4,27880.0,0.0,0.6,0.0,0.0
1083,Chaneins,21.8,1041.0,36.0,82.4,84.9,25580.0,15.3,45.2,1.0,0.0
1084,Chanoz-Châtenay,20.5,943.0,16.0,70.3,82.2,24050.0,5.1,41.0,0.0,0.0
1085,La Chapelle-du-Châtelard,51.6,391.0,10.0,29.2,86.5,26330.0,0.0,3.2,0.0,0.0
1087,Charix,68.2,280.0,6.0,15.3,75.9,27320.0,0.0,0.0,0.0,0.0
1088,Charnoz-sur-Ain,54.8,925.0,35.0,139.7,81.1,28140.0,24.7,14.6,0.0,0.0
1089,Château-Gaillard,34.1,2408.0,106.0,149.9,79.7,25170.0,41.8,18.6,1.0,0.0
1090,Châtenay,19.4,358.0,18.0,23.9,78.8,24090.0,0.0,12.9,0.0,0.0
1092,Châtillon-la-Palud,20.5,1675.0,24.0,119.6,80.3,25470.0,3.8,6.1,0.0,0.0
1093,Châtillon-sur-Chalaronne,38.9,5154.0,255.0,286.7,78.7,23430.0,27.8,3.5,4.0,1.0
1094,Chavannes-sur-Reyssouze,79.3,746.0,11.0,45.1,81.6,23460.0,0.0,3.4,0.0,1.0
1095,Nivigne et Suran,2.2,822.0,13.0,26.5,78.7,23260.0,74.2,5.6,0.0,1.0
1096,Chaveyriat,23.8,1057.0,27.0,62.7,81.6,23940.0,34.7,22.8,0.0,0.0
1098,Chazey-Bons,53.9,1165.0,53.0,75.5,75.7,22520.0,24.2,16.0,0.0,0.0
1099,Chazey-sur-Ain,40.6,1613.0,40.0,73.5,82.2,26780.0,0.4,1.5,0.0,1.0
1100,Cheignieu-la-Balme,0.0,130.0,3.0,20.8,76.9,21090.0,0.0,25.0,0.0,0.0
1101,Chevillard,0.0,149.0,3.0,22.3,89.9,26800.0,0.0,33.3,0.0,0.0
1102,Chevroux,65.7,981.0,26.0,57.0,83.1,23750.0,3.7,8.3,0.0,0.0
1103,Chevry,27.4,2301.0,15.0,394.0,84.5,44010.0,12.6,3.2,0.0,0.0
1104,Chézery-Forens,9.5,436.0,17.0,9.4,82.7,25230.0,45.2,11.9,0.0,1.0
1105,Civrieux,69.3,1986.0,107.0,100.5,83.0,28920.0,17.2,6.0,0.0,0.0
1106,Cize,0.0,175.0,2.0,38.7,76.5,23440.0,57.1,0.0,0.0,0.0
1107,Cleyzieu,25.0,144.0,3.0,18.4,81.5,22370.0,25.0,0.0,0.0,0.0
1108,Coligny,15.2,1294.0,42.0,76.7,79.4,23750.0,8.9,4.2,0.0,0.0
1109,Collonges,33.0,2260.0,47.0,139.1,83.2,33820.0,19.2,15.8,0.0,0.0
1110,Colomieu,0.0,164.0,1.0,27.5,74.2,20800.0,0.0,0.0,0.0,0.0
1111,Conand,0.0,136.0,2.0,8.9,81.6,21730.0,0.0,0.0,0.0,0.0
1112,Condamine,40.0,477.0,16.0,102.8,85.6,25520.0,17.5,20.0,0.0,0.0
1113,Condeissiat,45.0,815.0,22.0,37.7,84.2,23170.0,1.2,15.0,0.0,0.0
1114,Confort,16.9,676.0,13.0,58.0,81.0,30140.0,0.0,6.0,0.0,0.0
1115,Confrançon,28.5,1357.0,40.0,74.7,84.2,24350.0,43.6,13.9,1.0,0.0
1116,Contrevoz,5.4,489.0,10.0,34.5,77.9,23210.0,16.2,43.2,0.0,0.0
1117,Conzieu,0.0,148.0,1.0,20.6,86.4,22900.0,0.0,0.0,0.0,0.0
1118,Corbonod,8.3,1315.0,30.0,41.6,76.9,27120.0,9.2,7.8,0.0,0.0
1121,Corlier,16.7,116.0,5.0,21.3,86.7,24470.0,72.2,0.0,0.0,0.0
1123,Cormoranche-sur-Saône,10.1,1165.0,20.0,118.3,81.5,25480.0,48.4,26.4,0.0,1.0
1124,Cormoz,63.9,704.0,16.0,36.0,82.2,23440.0,0.0,0.0,0.0,0.0
1125,Corveissiat,3.2,587.0,15.0,25.9,77.4,24010.0,51.6,24.2,0.0,0.0
1127,Courmangoux,52.5,513.0,11.0,34.6,81.3,24080.0,12.5,15.0,0.0,0.0
1128,Courtes,52.9,293.0,6.0,32.3,81.1,22520.0,0.0,0.0,0.0,0.0
1129,Crans,25.0,316.0,4.0,23.9,79.9,26820.0,0.0,25.0,0.0,0.0
1130,Bresse Vallons,30.2,2393.0,42.0,92.1,82.4,24120.0,47.7,13.7,0.0,0.0
1133,Cressin-Rochefort,0.0,384.0,5.0,48.4,78.2,23660.0,9.1,27.3,0.0,0.0
1134,Crottet,32.4,1844.0,42.0,152.1,80.7,24310.0,31.2,30.7,0.0,0.0
1135,Crozet,72.8,2354.0,52.0,85.7,84.1,44040.0,1.5,9.5,3.0,0.0
1136,Cruzilles-lès-Mépillat,13.9,951.0,12.0,80.3,78.4,25850.0,8.3,13.9,0.0,0.0
1138,Culoz-Béon,28.5,3416.0,93.0,115.2,75.6,21730.0,53.4,3.7,0.0,1.0
1139,Curciat-Dongalon,2.6,462.0,13.0,19.3,75.9,19790.0,28.9,28.9,0.0,0.0
1140,Curtafond,28.4,805.0,19.0,64.9,81.8,26220.0,45.9,9.5,0.0,0.0
1141,Cuzieu,20.0,423.0,6.0,86.9,76.0,25670.0,0.0,40.0,0.0,0.0
1142,Dagneux,37.1,4741.0,204.0,712.9,79.0,25320.0,45.1,4.9,1.0,0.0
1143,Divonne-les-Bains,69.6,10300.0,251.0,304.0,81.3,46650.0,1.7,1.0,8.0,1.0
1145,Dompierre-sur-Veyle,30.4,1225.0,35.0,42.1,80.3,24100.0,0.9,41.1,0.0,0.0
1146,Dompierre-sur-Chalaronne,17.6,453.0,6.0,94.8,78.0,24550.0,0.0,52.9,0.0,0.0
1147,Domsure,23.3,540.0,15.0,35.5,80.4,21490.0,30.0,3.3,0.0,0.0
1148,Dortan,19.7,2013.0,45.0,111.2,73.3,23960.0,35.1,19.7,0.0,1.0
1149,Douvres,12.5,1108.0,7.0,210.6,76.8,27910.0,0.0,6.2,0.0,0.0
1150,Drom,11.5,215.0,11.0,27.6,84.8,23580.0,50.0,0.0,0.0,0.0
1151,Druillat,25.4,1144.0,25.0,55.2,80.9,24570.0,19.0,23.8,0.0,0.0
1152,Échallon,25.8,774.0,12.0,27.6,82.5,28070.0,29.0,3.2,0.0,0.0
1153,Échenevex,35.8,2227.0,18.0,135.5,83.5,49930.0,0.0,1.8,1.0,0.0
1155,Évosges,12.5,143.0,5.0,11.8,76.4,23720.0,0.0,0.0,1.0,0.0
1156,Faramans,65.2,905.0,13.0,80.7,83.4,26730.0,0.0,19.1,0.0,0.0
1157,Fareins,41.3,2524.0,116.0,307.1,80.6,27070.0,35.6,17.1,0.0,0.0
1158,Farges,8.8,1065.0,10.0,74.6,81.8,37990.0,0.0,14.7,0.0,0.0
1159,Feillens,43.0,3388.0,121.0,227.2,81.7,24360.0,35.5,5.9,0.0,0.0
1160,Ferney-Voltaire,65.6,11530.0,336.0,2412.1,81.1,27220.0,1.9,1.7,5.0,0.0
1162,Flaxieu,28.6,64.0,5.0,22.9,80.0,,0.0,0.0,0.0,0.0
1163,Foissiat,36.2,2024.0,57.0,50.1,81.2,23810.0,14.1,20.8,1.0,0.0
1165,Francheleins,56.5,1593.0,23.0,117.5,81.7,26140.0,9.9,13.7,0.0,0.0
1166,Frans,26.0,2547.0,58.0,319.2,81.9,27060.0,47.0,7.8,0.0,0.0
1167,Garnerans,65.6,685.0,16.0,79.9,80.3,24530.0,1.6,14.8,0.0,0.0
1169,Genouilleux,37.5,675.0,12.0,165.4,86.3,25500.0,8.3,16.7,0.0,0.0
1170,Béard-Géovreissiat,10.5,1048.0,30.0,223.5,79.4,24070.0,43.4,28.3,0.0,0.0
1171,Géovreisset,4.5,843.0,12.0,254.7,76.8,25370.0,75.8,15.2,0.0,0.0
1173,Gex,32.1,13455.0,219.0,420.2,84.8,35280.0,3.1,4.4,4.0,1.0
1174,Giron,52.0,174.0,6.0,18.5,80.4,26560.0,4.0,16.0,1.0,0.0
1175,Gorrevod,52.4,782.0,16.0,113.7,76.3,22580.0,40.1,0.0,1.0,0.0
1177,Grand-Corent,55.6,186.0,2.0,26.1,78.4,24680.0,0.0,0.0,0.0,0.0
1179,Grièges,16.1,1909.0,40.0,128.4,77.2,24460.0,66.5,6.0,0.0,0.0
1180,Grilly,45.3,873.0,20.0,116.4,79.4,55340.0,0.0,0.0,0.0,0.0
1181,Groissiat,19.0,1216.0,55.0,192.4,77.0,25220.0,67.0,3.2,0.0,0.0
1183,Guéreins,43.1,1503.0,80.0,333.3,78.9,25240.0,41.6,6.8,0.0,0.0
1184,Hautecourt-Romanèche,31.9,754.0,18.0,34.9,82.7,24580.0,36.2,6.4,0.0,1.0
1185,Plateau d'Hauteville,19.9,4790.0,157.0,45.1,74.7,23080.0,2.4,6.2,3.0,2.0
1187,Haut Valromey,26.2,777.0,33.0,6.4,76.2,22880.0,51.7,3.4,1.0,1.0
1188,Illiat,41.3,696.0,21.0,34.2,83.1,24070.0,0.0,30.4,0.0,0.0
1189,Injoux-Génissiat,15.5,1123.0,16.0,37.9,81.5,28040.0,53.6,4.5,0.0,0.0
1190,Innimond,62.5,92.0,3.0,6.8,74.5,,0.0,0.0,0.0,0.0
1191,Izenave,37.5,159.0,8.0,12.2,92.4,24140.0,6.2,0.0,0.0,0.0
1192,Izernore,22.6,2262.0,93.0,108.4,81.9,23500.0,69.6,3.7,0.0,0.0
1193,Izieu,84.0,223.0,5.0,29.1,71.1,23870.0,0.0,0.0,0.0,0.0
1194,Jassans-Riottier,40.0,6315.0,175.0,1312.9,77.8,24030.0,22.2,10.4,0.0,0.0
1195,Jasseron,29.9,1900.0,46.0,100.4,79.5,25630.0,8.5,25.7,1.0,0.0
1196,Jayat,77.2,1276.0,41.0,78.3,81.7,23020.0,17.1,2.7,0.0,0.0
1197,Journans,29.4,384.0,6.0,158.0,82.8,25780.0,0.0,23.5,0.0,1.0
1198,Joyeux,41.2,262.0,9.0,15.8,83.9,25480.0,0.0,0.0,0.0,0.0
1199,Jujurieux,16.4,2209.0,32.0,143.5,80.3,23050.0,14.5,5.2,0.0,0.0
1200,Labalme,57.1,207.0,5.0,23.5,82.7,23480.0,0.0,0.0,0.0,0.0
1202,Lagnieu,33.7,7321.0,196.0,268.7,78.1,23820.0,35.3,9.3,1.0,0.0
1203,Laiz,64.4,1292.0,32.0,125.3,81.9,24820.0,15.5,9.0,0.0,0.0
1204,Le Poizat-Lalleyriat,52.5,740.0,21.0,22.3,84.4,25910.0,0.0,13.1,0.0,0.0
1206,Lantenay,0.0,265.0,4.0,40.2,86.0,24700.0,55.2,20.7,0.0,0.0
1207,Lapeyrouse,22.0,337.0,9.0,16.8,84.5,27830.0,0.0,54.2,0.0,0.0
1208,Lavours,81.8,138.0,2.0,21.9,77.3,22170.0,0.0,0.0,1.0,0.0
1209,Léaz,4.0,887.0,6.0,77.8,84.0,31670.0,0.0,12.0,0.0,0.0
1210,Lélex,85.7,236.0,31.0,13.4,84.7,24020.0,7.1,2.7,1.0,0.0
1211,Lent,50.7,1459.0,40.0,46.3,81.2,24780.0,1.0,32.9,0.0,0.0
1212,Lescheroux,2.3,720.0,13.0,35.9,79.6,22570.0,0.0,30.2,0.0,0.0
1213,Leyment,36.4,1417.0,38.0,99.9,80.1,24160.0,22.2,8.0,0.0,0.0
1214,Leyssard,50.0,163.0,4.0,17.9,80.4,26540.0,12.5,0.0,0.0,0.0
1215,Surjoux-Lhopital,0.0,140.0,2.0,17.5,72.3,23850.0,20.0,0.0,0.0,0.0
1216,Lhuis,14.9,891.0,16.0,36.5,77.1,24130.0,41.8,2.6,0.0,0.0
1219,Lompnas,0.0,162.0,4.0,12.8,77.1,22500.0,0.0,0.0,0.0,0.0
1224,Loyettes,20.4,3468.0,87.0,163.0,82.2,23420.0,32.0,36.1,0.0,0.0
1225,Lurcy,33.3,404.0,5.0,84.0,80.2,28430.0,0.0,16.7,0.0,0.0
1227,Magnieu,54.9,651.0,13.0,57.3,77.2,25450.0,21.6,11.8,0.0,0.0
1228,Maillat,12.2,693.0,31.0,61.3,80.5,26830.0,57.1,15.0,1.0,0.0
1229,Malafretaz,62.6,1235.0,26.0,134.4,84.4,24580.0,8.4,16.8,1.0,0.0
1230,Mantenay-Montlin,51.8,320.0,11.0,29.6,79.1,21030.0,16.1,5.4,0.0,1.0
1231,Manziat,48.9,1985.0,55.0,157.2,82.2,25260.0,36.0,6.7,0.0,0.0
1232,Marboz,25.8,2262.0,69.0,56.4,79.1,24540.0,14.1,9.6,0.0,0.0
1233,Marchamp,0.0,135.0,2.0,10.3,75.8,24140.0,0.0,0.0,0.0,0.0
1234,Marignieu,0.0,164.0,3.0,46.2,71.6,23750.0,0.0,71.4,0.0,0.0
1235,Marlieux,35.8,1186.0,31.0,70.4,79.5,22870.0,20.0,7.9,0.0,0.0
1236,Marsonnas,43.5,1034.0,15.0,56.3,81.6,24430.0,0.0,8.7,0.0,0.0
1237,Martignat,26.5,1667.0,57.0,125.8,80.8,24590.0,60.9,4.4,0.0,0.0
1238,Massieux,47.1,2733.0,65.0,881.6,81.1,28590.0,38.6,7.8,2.0,0.0
1239,Massignieu-de-Rives,57.1,653.0,15.0,68.6,77.4,23900.0,0.0,4.1,0.0,1.0
1240,Matafelon-Granges,54.5,630.0,15.0,29.2,81.3,24660.0,0.0,15.2,1.0,1.0
1241,Meillonnas,46.8,1383.0,33.0,78.0,74.1,26000.0,7.0,7.5,0.0,1.0
1242,Mérignat,58.8,133.0,3.0,42.0,86.0,20070.0,0.0,0.0,0.0,0.0
1243,Messimy-sur-Saône,35.8,1312.0,25.0,220.5,77.2,27580.0,6.3,22.1,0.0,1.0
1244,Meximieux,51.6,8198.0,321.0,596.2,78.9,24890.0,7.9,7.9,1.0,0.0
1245,Bohas-Meyriat-Rignat,53.3,951.0,11.0,40.5,83.2,25140.0,0.0,0.0,0.0,0.0
1246,Mézériat,41.8,2179.0,45.0,113.7,78.5,23740.0,20.3,15.4,0.0,0.0
1247,Mijoux,89.5,297.0,23.0,13.5,83.0,31560.0,3.1,0.6,2.0,0.0
1248,Mionnay,56.6,2309.0,69.0,117.7,81.0,29130.0,16.8,9.7,0.0,0.0
1249,Miribel,38.8,10450.0,389.0,426.7,79.8,26720.0,24.8,12.3,0.0,0.0
1250,Misérieux,24.9,2010.0,26.0,271.3,77.9,27460.0,0.0,5.4,0.0,0.0
1252,Mogneneins,19.1,824.0,18.0,96.1,81.3,26260.0,2.1,51.1,0.0,0.0
1254,Montagnat,68.1,2164.0,108.0,157.4,80.8,27200.0,20.0,6.6,2.0,0.0
1255,Montagnieu,58.6,684.0,11.0,110.0,82.1,22080.0,13.8,0.0,1.0,0.0
1257,Montanges,5.0,348.0,13.0,25.4,82.1,30110.0,71.0,12.0,0.0,0.0
1258,Montceaux,27.5,1202.0,34.0,119.8,82.4,27440.0,11.1,4.1,0.0,0.0
1259,Montcet,21.4,715.0,15.0,107.0,82.5,24810.0,17.9,10.7,0.0,0.0
1260,Le Montellier,16.7,329.0,11.0,21.4,83.6,28850.0,0.0,11.1,0.0,0.0
1261,Monthieux,68.3,673.0,17.0,62.6,82.3,28010.0,0.0,20.2,1.0,0.0
1262,Montluel,37.4,6879.0,203.0,171.5,77.7,23590.0,21.0,5.5,1.0,0.0
1263,Montmerle-sur-Saône,22.2,3798.0,108.0,913.0,78.9,25970.0,43.8,4.3,0.0,1.0
1264,Montracol,35.8,1008.0,15.0,69.2,82.7,25180.0,0.0,5.7,0.0,0.0
1265,Montréal-la-Cluse,41.5,3584.0,149.0,279.3,71.9,21010.0,41.9,3.9,1.0,0.0
1266,Montrevel-en-Bresse,29.5,2661.0,133.0,259.1,78.5,22720.0,11.0,22.0,1.0,1.0
1267,Nurieux-Volognat,24.1,973.0,36.0,50.3,81.6,25120.0,68.2,1.6,0.0,0.0
1268,Murs-et-Gélignieux,61.5,239.0,10.0,37.0,81.4,24830.0,3.8,15.4,0.0,1.0
1269,Nantua,25.9,3431.0,115.0,268.3,76.0,18370.0,16.3,5.4,1.0,1.0
1272,Neuville-les-Dames,11.9,1540.0,50.0,57.9,81.2,23200.0,14.4,9.3,0.0,0.0
1273,Neuville-sur-Ain,28.7,1798.0,34.0,90.9,80.3,23060.0,15.9,46.7,1.0,0.0
1274,Les Neyrolles,26.4,623.0,15.0,65.6,73.9,20810.0,41.8,19.8,0.0,0.0
1275,Neyron,48.6,2479.0,122.0,462.5,79.3,30240.0,34.7,11.9,0.0,0.0
1276,Niévroz,23.0,1648.0,26.0,157.6,79.5,28000.0,42.1,8.4,0.0,0.0
1277,Nivollet-Montgriffon,0.0,119.0,3.0,14.4,75.6,23550.0,0.0,25.0,0.0,0.0
1279,Oncieu,50.0,72.0,2.0,9.3,83.7,,0.0,0.0,0.0,0.0
1280,Ordonnaz,33.3,146.0,5.0,9.8,80.7,23420.0,0.0,0.0,0.0,0.0
1281,Ornex,58.7,4903.0,66.0,869.3,81.1,37070.0,5.6,1.4,1.0,0.0
1282,Outriaz,13.4,258.0,8.0,43.7,80.9,25470.0,77.2,1.6,0.0,0.0
1283,Oyonnax,31.4,22378.0,828.0,618.5,70.2,18340.0,31.0,4.0,4.0,0.0
1284,Ozan,62.5,721.0,24.0,109.2,80.6,23270.0,10.9,0.5,0.0,0.0
1285,Parcieux,22.1,1317.0,28.0,419.4,85.4,29480.0,0.0,46.9,0.0,1.0
1286,Parves et Nattages,16.2,943.0,14.0,59.5,77.7,26600.0,5.4,18.9,0.0,0.0
1288,Péron,53.2,2900.0,50.0,111.5,84.5,39700.0,2.1,4.9,1.0,0.0
1289,Péronnas,35.1,6437.0,239.0,366.8,77.0,24100.0,9.9,9.8,0.0,0.0
1290,Pérouges,52.4,1382.0,55.0,72.9,78.9,26770.0,21.0,12.2,2.0,0.0
1291,Perrex,38.0,861.0,21.0,77.8,82.3,24000.0,46.8,7.0,0.0,0.0
1293,Peyriat,0.0,150.0,4.0,25.2,79.3,24740.0,0.0,0.0,0.0,0.0
1294,Peyrieu,27.2,918.0,18.0,65.0,80.1,23600.0,12.0,12.8,0.0,0.0
1295,Peyzieux-sur-Saône,24.1,656.0,12.0,75.8,86.0,24570.0,0.0,17.2,0.0,0.0
1296,Pirajoux,33.3,400.0,7.0,30.8,82.5,22920.0,0.0,8.3,0.0,0.0
1297,Pizay,49.1,922.0,24.0,82.5,81.6,27060.0,12.7,14.5,0.0,0.0
1298,Plagne,0.0,166.0,2.0,26.8,84.1,29270.0,0.0,0.0,0.0,0.0
1299,Le Plantay,28.3,569.0,24.0,28.5,74.0,25540.0,0.0,4.3,0.0,0.0
1301,Polliat,37.7,2694.0,88.0,134.2,80.1,25060.0,10.0,29.9,1.0,0.0
1302,Pollieu,0.0,167.0,3.0,45.0,78.4,24270.0,0.0,33.3,0.0,0.0
1303,Poncin,34.6,1766.0,50.0,89.3,82.1,22280.0,34.4,10.6,1.0,1.0
1304,Pont-d'Ain,56.0,2862.0,122.0,255.1,78.9,22810.0,15.3,9.9,1.0,1.0
1305,Pont-de-Vaux,34.6,2184.0,130.0,289.7,77.9,21070.0,31.2,2.8,2.0,2.0
1306,Pont-de-Veyle,23.4,1600.0,49.0,824.7,83.9,21330.0,3.0,3.0,0.0,0.0
1307,Port,23.7,843.0,39.0,198.4,75.6,22270.0,67.2,5.0,0.0,1.0
1308,Pougny,33.3,792.0,8.0,101.9,78.4,41270.0,0.0,4.2,0.0,0.0
1309,Pouillat,0.0,79.0,4.0,12.7,87.2,,0.0,0.0,0.0,0.0
1310,Prémeyzel,0.8,245.0,6.0,32.1,34.8,24070.0,0.0,0.0,0.0,0.0
1311,Prémillieu,0.0,47.0,2.0,5.5,84.8,,0.0,33.3,0.0,0.0
1313,Prévessin-Moëns,45.7,9081.0,94.0,752.4,80.6,44430.0,2.8,4.4,1.0,0.0
1314,Priay,45.7,1803.0,35.0,114.3,83.6,25110.0,31.2,8.6,0.0,1.0
1317,Ramasse,57.1,332.0,5.0,33.7,83.1,24270.0,0.0,0.0,0.0,0.0
1318,Rancé,45.0,760.0,21.0,79.7,81.7,29400.0,2.5,26.2,0.0,0.0
