Code;Libellé;Part des effectifs des commerces, transports, services divers 2023;Population municipale 2022;Nombre d'établissements 2023;Densité de population (historique depuis 1876) 2022;Taux d'activité par tranche d'âge 2022;Médiane du niveau de vie 2021;Part des effectifs de l'industrie 2023;Part des effectifs de la construction 2023
1001;L'Abergement-Clémenciat;19.2;859;16;53.9;82.1;25820;0,0;30.8
1002;L'Abergement-de-Varey;50,0;273;4;29.8;80.1;24480;0,0;0,0
1004;Ambérieu-en-Bugey;54.6;15554;599;632.3;76.7;21660;7.5;6,0
1005;Ambérieux-en-Dombes;27.9;1917;45;120.4;81.3;24610;19.8;15.2
1006;Ambléon;0,0;114;1;19.4;70.8;24210;0,0;0,0
1007;Ambronay;42,0;2828;73;84.3;80.2;24860;20.7;7.3
1008;Ambutrix;77.6;764;22;146.4;79.7;26300;0,0;7.9
1009;Andert-et-Condon;40,0;335;5;48.3;81.2;24810;40,0;0,0
1010;Anglefort;6.8;1150;19;39.3;76.4;24700;74.4;7.2
1011;Apremont;21.4;399;6;27.4;82.1;24530;7.1;0,0
1012;Aranc;13,0;329;8;15.2;80.4;24270;56.5;4.3
1013;Arandas;0,0;140;4;9.9;77.9;22180;0,0;0,0
1014;Arbent;44.5;3482;249;148.2;76.4;22410;34.4;4.8
1015;Arboys en Bugey;20,0;688;15;30.6;82.2;23800;20,0;6.7
1016;Arbigny;18.5;459;7;26.3;84.1;23080;29.6;14.8
1017;Argis;57.4;420;12;53.6;72.4;20790;21.3;4.3
1019;Armix;0,0;25;1;3.7;86.7;N/A - secret statistique;0,0;0,0
1021;Ars-sur-Formans;59.2;1513;37;275.1;78.9;26430;8.5;5.4
1022;Artemare;55.9;1141;48;304.3;77.3;22000;1.4;8.1
1023;Asnières-sur-Saône;0,0;77;4;16.5;75.5;N/A - secret statistique;0,0;0,0
1024;Attignat;69.8;3372;82;180.4;83.1;24460;19.1;3.4
1025;Bâgé-Dommartin;53.6;4057;65;71.3;80,0;24880;8.1;4.7
1026;Bâgé-le-Châtel;19.8;987;37;1121.6;83.5;22860;3.4;1.5
1027;Balan;29.2;2878;70;159.5;78.4;25770;50.4;7.6
1028;Baneins;41.7;618;13;69.4;81.5;25520;0,0;11.1
1029;Beaupont;9.9;717;17;51,0;76.9;21350;17,0;0,0
1030;Beauregard;74.6;826;15;878.7;80.1;24240;1.7;5.1
1031;Bellignat;36.3;3581;183;457.3;69.5;20550;46.6;3.3
1032;Béligneux;41.7;3484;108;262,0;80.5;23060;23.1;18,0
1033;Valserhône;38.9;16162;521;258.5;77.1;23780;15.4;14.6
1034;Belley;26,0;9270;411;413.5;73.9;21180;31.4;4.8
1035;Belleydoux;6.7;306;7;17.4;80.1;26160;33.3;26.7
1036;Valromey-sur-Séran;31.9;1350;20;23.8;76.6;23820;6.4;17,0
1037;Bénonces;7.7;311;7;20.3;78.5;21770;7.7;30.8
1038;Bény;22.2;769;13;42.1;80.9;24250;0,0;18.5
1040;Béréziat;45.5;481;8;44.4;82.3;23440;0,0;0,0
1041;Bettant;63.6;762;10;226.1;82,0;25150;0,0;9.1
1042;Bey;76.9;290;3;104.7;82.6;25520;0,0;0,0
1043;Beynost;57.3;4936;331;463.9;78.5;28730;25.6;11.7
1044;Billiat;18.9;669;14;48.8;84.2;28550;16.2;32.4
1045;Birieux;6.2;280;6;17.7;85.6;28180;0,0;6.2
1046;Biziat;23.4;897;21;78.8;81.7;24260;0,0;35.9
1047;Blyes;34.1;1351;78;145,0;84.9;27110;54,0;3.5
1049;La Boisse;39.7;3401;112;361.8;78,0;26780;44.6;4.4
1050;Boissey;14.8;390;7;43.1;81.1;23180;7.4;11.1
1051;Bolozon;0,0;99;1;20.1;75.9;N/A - secret statistique;0,0;0,0
1052;Bouligneux;26.7;323;11;12.4;78,0;27630;0,0;40,0
1053;Bourg-en-Bresse;38.7;42065;2051;1763,0;70.5;20210;10.2;2.8
1054;Bourg-Saint-Christophe;18.4;1540;18;171.5;84.1;27320;0,0;24.5
1056;Boyeux-Saint-Jérôme;0,0;362;11;21.4;83.4;21640;15.8;0,0
1057;Boz;6.3;509;17;69.6;79.9;24300;89,0;1.6
1058;Brégnier-Cordon;26.1;812;28;73.8;79.1;23420;54.5;2.8
1060;Brénod;20,0;547;16;23,0;85.7;24970;8.9;22.2
1061;Brens;25.4;1117;17;161.9;77.6;25110;35.8;10.4
1062;Bressolles;22,0;1003;24;129.8;81.8;28710;56,0;13.2
1063;Brion;34.8;591;29;131.9;79.4;25400;47,0;12.9
1064;Briord;19,0;1102;24;89.7;80.6;23440;66.9;1.1
1065;Buellas;34.7;1884;31;184.5;81.2;26810;2.7;36.7
1066;La Burbanche;40,0;97;3;9,0;62.5;N/A - secret statistique;20,0;0,0
1067;Ceignes;66.3;263;6;26.3;82.7;25900;30.2;0,0
1068;Cerdon;26.2;755;16;61.4;81.3;21410;0.9;16.8
1069;Certines;57.3;1518;44;95.4;82.1;25570;10.4;25.3
1071;Cessy;66.4;5570;96;871.7;84.2;42540;1.9;8.3
1072;Ceyzériat;49.2;3306;132;353.2;78.7;25320;16.2;6.5
1073;Ceyzérieu;41.4;1028;21;52.1;78.6;25250;2.9;15.7
1074;Chalamont;50.7;2544;88;77.4;82.4;23720;8.1;8.3
1075;Chaleins;30.4;1436;63;84.5;82.9;24890;46.5;9.4
1076;Chaley;0,0;127;3;27.6;64.1;21070;0,0;0,0
1077;Challes-la-Montagne;0,0;185;4;24.2;86.3;24620;25,0;0,0
1078;Challex;9.1;1628;13;187.8;81.3;44460;2.7;3.6
1079;Champagne-en-Valromey;21.3;826;37;45.5;75.2;22770;0,0;3.9
1080;Champdor-Corcelles;7.2;655;15;20.8;81.1;23720;5.8;53.6
1081;Champfromier;2.6;709;16;21.9;82,0;27400;90.1;1.3
1082;Chanay;1.9;595;9;32.9;70.4;27880;0,0;0.6
1083;Chaneins;21.8;1041;36;82.4;84.9;25580;15.3;45.2
1084;Chanoz-Châtenay;20.5;943;16;70.3;82.2;24050;5.1;41,0
1085;La Chapelle-du-Châtelard;51.6;391;10;29.2;86.5;26330;0,0;3.2
1087;Charix;68.2;280;6;15.3;75.9;27320;0,0;0,0
1088;Charnoz-sur-Ain;54.8;925;35;139.7;81.1;28140;24.7;14.6
1089;Château-Gaillard;34.1;2408;106;149.9;79.7;25170;41.8;18.6
1090;Châtenay;19.4;358;18;23.9;78.8;24090;0,0;12.9
1092;Châtillon-la-Palud;20.5;1675;24;119.6;80.3;25470;3.8;6.1
1093;Châtillon-sur-Chalaronne;38.9;5154;255;286.7;78.7;23430;27.8;3.5
1094;Chavannes-sur-Reyssouze;79.3;746;11;45.1;81.6;23460;0,0;3.4
1095;Nivigne et Suran;2.2;822;13;26.5;78.7;23260;74.2;5.6
1096;Chaveyriat;23.8;1057;27;62.7;81.6;23940;34.7;22.8
1098;Chazey-Bons;53.9;1165;53;75.5;75.7;22520;24.2;16,0
1099;Chazey-sur-Ain;40.6;1613;40;73.5;82.2;26780;0.4;1.5
1100;Cheignieu-la-Balme;0,0;130;3;20.8;76.9;21090;0,0;25,0
1101;Chevillard;0,0;149;3;22.3;89.9;26800;0,0;33.3
1102;Chevroux;65.7;981;26;57,0;83.1;23750;3.7;8.3
1103;Chevry;27.4;2301;15;394,0;84.5;44010;12.6;3.2
1104;Chézery-Forens;9.5;436;17;9.4;82.7;25230;45.2;11.9
1105;Civrieux;69.3;1986;107;100.5;83,0;28920;17.2;6,0
1106;Cize;0,0;175;2;38.7;76.5;23440;57.1;0,0
1107;Cleyzieu;25,0;144;3;18.4;81.5;22370;25,0;0,0
1108;Coligny;15.2;1294;42;76.7;79.4;23750;8.9;4.2
1109;Collonges;33,0;2260;47;139.1;83.2;33820;19.2;15.8
1110;Colomieu;0,0;164;1;27.5;74.2;20800;0,0;0,0
1111;Conand;0,0;136;2;8.9;81.6;21730;0,0;0,0
1112;Condamine;40,0;477;16;102.8;85.6;25520;17.5;20,0
1113;Condeissiat;45,0;815;22;37.7;84.2;23170;1.2;15,0
1114;Confort;16.9;676;13;58,0;81,0;30140;0,0;6,0
1115;Confrançon;28.5;1357;40;74.7;84.2;24350;43.6;13.9
1116;Contrevoz;5.4;489;10;34.5;77.9;23210;16.2;43.2
1117;Conzieu;0,0;148;1;20.6;86.4;22900;0,0;0,0
1118;Corbonod;8.3;1315;30;41.6;76.9;27120;9.2;7.8
1121;Corlier;16.7;116;5;21.3;86.7;24470;72.2;0,0
1123;Cormoranche-sur-Saône;10.1;1165;20;118.3;81.5;25480;48.4;26.4
1124;Cormoz;63.9;704;16;36,0;82.2;23440;0,0;0,0
1125;Corveissiat;3.2;587;15;25.9;77.4;24010;51.6;24.2
1127;Courmangoux;52.5;513;11;34.6;81.3;24080;12.5;15,0
1128;Courtes;52.9;293;6;32.3;81.1;22520;0,0;0,0
1129;Crans;25,0;316;4;23.9;79.9;26820;0,0;25,0
1130;Bresse Vallons;30.2;2393;42;92.1;82.4;24120;47.7;13.7
1133;Cressin-Rochefort;0,0;384;5;48.4;78.2;23660;9.1;27.3
1134;Crottet;32.4;1844;42;152.1;80.7;24310;31.2;30.7
1135;Crozet;72.8;2354;52;85.7;84.1;44040;1.5;9.5
1136;Cruzilles-lès-Mépillat;13.9;951;12;80.3;78.4;25850;8.3;13.9
1138;Culoz-Béon;28.5;3416;93;115.2;75.6;21730;53.4;3.7
1139;Curciat-Dongalon;2.6;462;13;19.3;75.9;19790;28.9;28.9
1140;Curtafond;28.4;805;19;64.9;81.8;26220;45.9;9.5
1141;Cuzieu;20,0;423;6;86.9;76,0;25670;0,0;40,0
1142;Dagneux;37.1;4741;204;712.9;79,0;25320;45.1;4.9
1143;Divonne-les-Bains;69.6;10300;251;304,0;81.3;46650;1.7;1,0
1145;Dompierre-sur-Veyle;30.4;1225;35;42.1;80.3;24100;0.9;41.1
1146;Dompierre-sur-Chalaronne;17.6;453;6;94.8;78,0;24550;0,0;52.9
1147;Domsure;23.3;540;15;35.5;80.4;21490;30,0;3.3
1148;Dortan;19.7;2013;45;111.2;73.3;23960;35.1;19.7
1149;Douvres;12.5;1108;7;210.6;76.8;27910;0,0;6.2
1150;Drom;11.5;215;11;27.6;84.8;23580;50,0;0,0
1151;Druillat;25.4;1144;25;55.2;80.9;24570;19,0;23.8
1152;Échallon;25.8;774;12;27.6;82.5;28070;29,0;3.2
1153;Échenevex;35.8;2227;18;135.5;83.5;49930;0,0;1.8
1155;Évosges;12.5;143;5;11.8;76.4;23720;0,0;0,0
1156;Faramans;65.2;905;13;80.7;83.4;26730;0,0;19.1
1157;Fareins;41.3;2524;116;307.1;80.6;27070;35.6;17.1
1158;Farges;8.8;1065;10;74.6;81.8;37990;0,0;14.7
1159;Feillens;43,0;3388;121;227.2;81.7;24360;35.5;5.9
1160;Ferney-Voltaire;65.6;11530;336;2412.1;81.1;27220;1.9;1.7
1162;Flaxieu;28.6;64;5;22.9;80,0;N/A - secret statistique;0,0;0,0
1163;Foissiat;36.2;2024;57;50.1;81.2;23810;14.1;20.8
1165;Francheleins;56.5;1593;23;117.5;81.7;26140;9.9;13.7
1166;Frans;26,0;2547;58;319.2;81.9;27060;47,0;7.8
1167;Garnerans;65.6;685;16;79.9;80.3;24530;1.6;14.8
1169;Genouilleux;37.5;675;12;165.4;86.3;25500;8.3;16.7
1170;Béard-Géovreissiat;10.5;1048;30;223.5;79.4;24070;43.4;28.3
1171;Géovreisset;4.5;843;12;254.7;76.8;25370;75.8;15.2
1173;Gex;32.1;13455;219;420.2;84.8;35280;3.1;4.4
1174;Giron;52,0;174;6;18.5;80.4;26560;4,0;16,0
1175;Gorrevod;52.4;782;16;113.7;76.3;22580;40.1;0,0
1177;Grand-Corent;55.6;186;2;26.1;78.4;24680;0,0;0,0
1179;Grièges;16.1;1909;40;128.4;77.2;24460;66.5;6,0
1180;Grilly;45.3;873;20;116.4;79.4;55340;0,0;0,0
1181;Groissiat;19,0;1216;55;192.4;77,0;25220;67,0;3.2
1183;Guéreins;43.1;1503;80;333.3;78.9;25240;41.6;6.8
1184;Hautecourt-Romanèche;31.9;754;18;34.9;82.7;24580;36.2;6.4
1185;Plateau d'Hauteville;19.9;4790;157;45.1;74.7;23080;2.4;6.2
1187;Haut Valromey;26.2;777;33;6.4;76.2;22880;51.7;3.4
1188;Illiat;41.3;696;21;34.2;83.1;24070;0,0;30.4
1189;Injoux-Génissiat;15.5;1123;16;37.9;81.5;28040;53.6;4.5
1190;Innimond;62.5;92;3;6.8;74.5;N/A - secret statistique;0,0;0,0
1191;Izenave;37.5;159;8;12.2;92.4;24140;6.2;0,0
1192;Izernore;22.6;2262;93;108.4;81.9;23500;69.6;3.7
1193;Izieu;84,0;223;5;29.1;71.1;23870;0,0;0,0
1194;Jassans-Riottier;40,0;6315;175;1312.9;77.8;24030;22.2;10.4
1195;Jasseron;29.9;1900;46;100.4;79.5;25630;8.5;25.7
1196;Jayat;77.2;1276;41;78.3;81.7;23020;17.1;2.7
1197;Journans;29.4;384;6;158,0;82.8;25780;0,0;23.5
1198;Joyeux;41.2;262;9;15.8;83.9;25480;0,0;0,0
1199;Jujurieux;16.4;2209;32;143.5;80.3;23050;14.5;5.2
1200;Labalme;57.1;207;5;23.5;82.7;23480;0,0;0,0
1202;Lagnieu;33.7;7321;196;268.7;78.1;23820;35.3;9.3
1203;Laiz;64.4;1292;32;125.3;81.9;24820;15.5;9,0
1204;Le Poizat-Lalleyriat;52.5;740;21;22.3;84.4;25910;0,0;13.1
1206;Lantenay;0,0;265;4;40.2;86,0;24700;55.2;20.7
1207;Lapeyrouse;22,0;337;9;16.8;84.5;27830;0,0;54.2
1208;Lavours;81.8;138;2;21.9;77.3;22170;0,0;0,0
1209;Léaz;4,0;887;6;77.8;84,0;31670;0,0;12,0
1210;Lélex;85.7;236;31;13.4;84.7;24020;7.1;2.7
1211;Lent;50.7;1459;40;46.3;81.2;24780;1,0;32.9
1212;Lescheroux;2.3;720;13;35.9;79.6;22570;0,0;30.2
1213;Leyment;36.4;1417;38;99.9;80.1;24160;22.2;8,0
1214;Leyssard;50,0;163;4;17.9;80.4;26540;12.5;0,0
1215;Surjoux-Lhopital;0,0;140;2;17.5;72.3;23850;20,0;0,0
1216;Lhuis;14.9;891;16;36.5;77.1;24130;41.8;2.6
1219;Lompnas;0,0;162;4;12.8;77.1;22500;0,0;0,0
1224;Loyettes;20.4;3468;87;163,0;82.2;23420;32,0;36.1
1225;Lurcy;33.3;404;5;84,0;80.2;28430;0,0;16.7
1227;Magnieu;54.9;651;13;57.3;77.2;25450;21.6;11.8
1228;Maillat;12.2;693;31;61.3;80.5;26830;57.1;15,0
1229;Malafretaz;62.6;1235;26;134.4;84.4;24580;8.4;16.8
1230;Mantenay-Montlin;51.8;320;11;29.6;79.1;21030;16.1;5.4
1231;Manziat;48.9;1985;55;157.2;82.2;25260;36,0;6.7
1232;Marboz;25.8;2262;69;56.4;79.1;24540;14.1;9.6
1233;Marchamp;0,0;135;2;10.3;75.8;24140;0,0;0,0
1234;Marignieu;0,0;164;3;46.2;71.6;23750;0,0;71.4
1235;Marlieux;35.8;1186;31;70.4;79.5;22870;20,0;7.9
1236;Marsonnas;43.5;1034;15;56.3;81.6;24430;0,0;8.7
1237;Martignat;26.5;1667;57;125.8;80.8;24590;60.9;4.4
1238;Massieux;47.1;2733;65;881.6;81.1;28590;38.6;7.8
1239;Massignieu-de-Rives;57.1;653;15;68.6;77.4;23900;0,0;4.1
1240;Matafelon-Granges;54.5;630;15;29.2;81.3;24660;0,0;15.2
1241;Meillonnas;46.8;1383;33;78,0;74.1;26000;7,0;7.5
1242;Mérignat;58.8;133;3;42,0;86,0;20070;0,0;0,0
1243;Messimy-sur-Saône;35.8;1312;25;220.5;77.2;27580;6.3;22.1
1244;Meximieux;51.6;8198;321;596.2;78.9;24890;7.9;7.9
1245;Bohas-Meyriat-Rignat;53.3;951;11;40.5;83.2;25140;0,0;0,0
1246;Mézériat;41.8;2179;45;113.7;78.5;23740;20.3;15.4
1247;Mijoux;89.5;297;23;13.5;83,0;31560;3.1;0.6
1248;Mionnay;56.6;2309;69;117.7;81,0;29130;16.8;9.7
1249;Miribel;38.8;10450;389;426.7;79.8;26720;24.8;12.3
1250;Misérieux;24.9;2010;26;271.3;77.9;27460;0,0;5.4
1252;Mogneneins;19.1;824;18;96.1;81.3;26260;2.1;51.1
1254;Montagnat;68.1;2164;108;157.4;80.8;27200;20,0;6.6
1255;Montagnieu;58.6;684;11;110,0;82.1;22080;13.8;0,0
1257;Montanges;5,0;348;13;25.4;82.1;30110;71,0;12,0
1258;Montceaux;27.5;1202;34;119.8;82.4;27440;11.1;4.1
1259;Montcet;21.4;715;15;107,0;82.5;24810;17.9;10.7
1260;Le Montellier;16.7;329;11;21.4;83.6;28850;0,0;11.1
1261;Monthieux;68.3;673;17;62.6;82.3;28010;0,0;20.2
1262;Montluel;37.4;6879;203;171.5;77.7;23590;21,0;5.5
1263;Montmerle-sur-Saône;22.2;3798;108;913,0;78.9;25970;43.8;4.3
1264;Montracol;35.8;1008;15;69.2;82.7;25180;0,0;5.7
1265;Montréal-la-Cluse;41.5;3584;149;279.3;71.9;21010;41.9;3.9
1266;Montrevel-en-Bresse;29.5;2661;133;259.1;78.5;22720;11,0;22,0
1267;Nurieux-Volognat;24.1;973;36;50.3;81.6;25120;68.2;1.6
1268;Murs-et-Gélignieux;61.5;239;10;37,0;81.4;24830;3.8;15.4
1269;Nantua;25.9;3431;115;268.3;76,0;18370;16.3;5.4
1272;Neuville-les-Dames;11.9;1540;50;57.9;81.2;23200;14.4;9.3
1273;Neuville-sur-Ain;28.7;1798;34;90.9;80.3;23060;15.9;46.7
1274;Les Neyrolles;26.4;623;15;65.6;73.9;20810;41.8;19.8
1275;Neyron;48.6;2479;122;462.5;79.3;30240;34.7;11.9
1276;Niévroz;23,0;1648;26;157.6;79.5;28000;42.1;8.4
1277;Nivollet-Montgriffon;0,0;119;3;14.4;75.6;23550;0,0;25,0
1279;Oncieu;50,0;72;2;9.3;83.7;N/A - secret statistique;0,0;0,0
1280;Ordonnaz;33.3;146;5;9.8;80.7;23420;0,0;0,0
1281;Ornex;58.7;4903;66;869.3;81.1;37070;5.6;1.4
1282;Outriaz;13.4;258;8;43.7;80.9;25470;77.2;1.6
1283;Oyonnax;31.4;22378;828;618.5;70.2;18340;31,0;4,0
1284;Ozan;62.5;721;24;109.2;80.6;23270;10.9;0.5
1285;Parcieux;22.1;1317;28;419.4;85.4;29480;0,0;46.9
1286;Parves et Nattages;16.2;943;14;59.5;77.7;26600;5.4;18.9
1288;Péron;53.2;2900;50;111.5;84.5;39700;2.1;4.9
1289;Péronnas;35.1;6437;239;366.8;77,0;24100;9.9;9.8
1290;Pérouges;52.4;1382;55;72.9;78.9;26770;21,0;12.2
1291;Perrex;38,0;861;21;77.8;82.3;24000;46.8;7,0
1293;Peyriat;0,0;150;4;25.2;79.3;24740;0,0;0,0
1294;Peyrieu;27.2;918;18;65,0;80.1;23600;12,0;12.8
1295;Peyzieux-sur-Saône;24.1;656;12;75.8;86,0;24570;0,0;17.2
1296;Pirajoux;33.3;400;7;30.8;82.5;22920;0,0;8.3
1297;Pizay;49.1;922;24;82.5;81.6;27060;12.7;14.5
1298;Plagne;0,0;166;2;26.8;84.1;29270;0,0;0,0
1299;Le Plantay;28.3;569;24;28.5;74,0;25540;0,0;4.3
1301;Polliat;37.7;2694;88;134.2;80.1;25060;10,0;29.9
1302;Pollieu;0,0;167;3;45,0;78.4;24270;0,0;33.3
1303;Poncin;34.6;1766;50;89.3;82.1;22280;34.4;10.6
1304;Pont-d'Ain;56,0;2862;122;255.1;78.9;22810;15.3;9.9
1305;Pont-de-Vaux;34.6;2184;130;289.7;77.9;21070;31.2;2.8
1306;Pont-de-Veyle;23.4;1600;49;824.7;83.9;21330;3,0;3,0
1307;Port;23.7;843;39;198.4;75.6;22270;67.2;5,0
1308;Pougny;33.3;792;8;101.9;78.4;41270;0,0;4.2
1309;Pouillat;0,0;79;4;12.7;87.2;N/A - secret statistique;0,0;0,0
1310;Prémeyzel;0.8;245;6;32.1;34.8;24070;0,0;0,0
1311;Prémillieu;0,0;47;2;5.5;84.8;N/A - secret statistique;0,0;33.3
1313;Prévessin-Moëns;45.7;9081;94;752.4;80.6;44430;2.8;4.4
1314;Priay;45.7;1803;35;114.3;83.6;25110;31.2;8.6
1317;Ramasse;57.1;332;5;33.7;83.1;24270;0,0;0,0
1318;Rancé;45,0;760;21;79.7;81.7;29400;2.5;26.2
1319;Relevant;13,0;467;10;37.7;80.6;25090;0,0;43.5
1320;Replonges;56.4;3929;126;236.7;80,0;24890;18.6;18.5
1321;Revonnas;27.3;905;9;116.8;82.4;27570;9.1;4.5
1322;Reyrieux;26.3;5228;160;333,0;80.3;29130;51.3;8,0
1323;Reyssouze;16.2;1003;15;105.1;76.4;23300;60,0;15,0
1325;Rignieux-le-Franc;34.9;1131;19;75.3;81.2;26270;0,0;20.6
1328;Romans;21.8;628;18;28.1;73.6;25220;1.3;2.5
1329;Rossillon;55.6;164;3;20.3;75.5;20680;0,0;0,0
1331;Saint-Alban;12.5;195;6;24.1;89,0;24030;0,0;0,0
1332;Saint-André-de-Bâgé;17.5;819;17;303.3;85.2;25800;18.6;44.3
1333;Saint-André-de-Corcy;52.2;3369;159;162.5;81.7;26550;16.6;10.1
1334;Saint-André-d'Huiriat;48.1;671;16;74.6;83.1;24370;26.9;7.7
1335;Saint-André-le-Bouchoux;41.7;427;15;45.8;85,0;25930;0,0;10.4
1336;Saint-André-sur-Vieux-Jonc;18.3;1216;30;50.2;81.5;24070;43.1;2,0
1337;Saint-Bénigne;62.3;1351;32;81.9;78,0;23070;12.1;3.4
1338;Groslée-Saint-Benoit;32.8;1232;29;42.6;81.6;23430;11.8;30.3
1339;Saint-Bernard;22.7;1544;32;490.2;81,0;32220;3.1;10.2
1342;Sainte-Croix;67.7;548;17;51.6;77.6;30350;0,0;0,0
1343;Saint-Cyr-sur-Menthon;7.7;1867;44;110.3;82.2;24170;74,0;12.1
1344;Saint-Denis-lès-Bourg;57.5;6078;182;483.1;76.7;25580;5.9;20.2
1345;Saint-Denis-en-Bugey;25,0;2258;36;865.1;76.7;23670;10.6;13.6
1346;Saint-Didier-d'Aussiat;48.6;845;17;55.5;80.1;24190;0,0;14.3
1347;Saint-Didier-de-Formans;18.1;2176;42;333.2;79.8;28190;0.4;12.8
1348;Saint-Didier-sur-Chalaronne;21.8;2969;108;118.9;80.2;23560;52.2;8.3
1349;Saint-Éloi;44.4;524;10;36.7;79.2;26490;0,0;14.8
1350;Saint-Étienne-du-Bois;42.2;2569;86;90.5;80.5;24380;27.1;9.8
1351;Saint-Étienne-sur-Chalaronne;29,0;1625;34;77.4;79,0;23960;1.1;21.5
1352;Saint-Étienne-sur-Reyssouze;56.5;576;6;41.7;85.9;23260;8.7;0,0
1353;Sainte-Euphémie;51.3;1741;29;377.7;82,0;27990;7.7;17.9
1354;Saint-Genis-Pouilly;54.5;14584;370;1492.7;80.1;30790;14.1;7.7
1355;Saint-Genis-sur-Menthon;77.6;488;12;42.3;83,0;24660;12.1;0.9
1356;Saint-Georges-sur-Renon;10,0;214;4;37.8;83.1;25660;0,0;0,0
1357;Saint-Germain-de-Joux;10.6;505;9;44.8;78.7;21610;12.8;8.5
1358;Saint-Germain-les-Paroisses;4.5;423;8;26,0;71.7;23210;0,0;13.6
1359;Saint-Germain-sur-Renon;29.4;262;9;16.6;87.7;25790;0,0;11.8
1360;Saint-Jean-de-Gonville;18.3;2042;24;165.2;82.4;42220;7.9;26.2
1361;Saint-Jean-de-Niost;42.9;1862;31;131.2;79.2;28140;4.3;18.6
1362;Saint-Jean-de-Thurigneux;36.6;850;35;53.1;79.2;28910;9.7;26.9
1363;Saint-Jean-le-Vieux;16.3;1799;45;117.4;79.9;24660;43,0;8.7
1364;Saint-Jean-sur-Reyssouze;7.2;764;19;27.8;82.4;22170;50.7;13,0
1365;Saint-Jean-sur-Veyle;54.3;1154;31;102.9;80.7;24530;25.8;8.6
1366;Sainte-Julie;1.7;1092;13;97.9;84.2;24930;93.8;0.2
1367;Saint-Julien-sur-Reyssouze;18.5;687;26;91.4;80.8;22270;12.9;37.1
1368;Saint-Julien-sur-Veyle;34,0;853;19;86.7;80.6;23300;8,0;34,0
1369;Saint-Just;63,0;953;26;282,0;74.1;27390;13.8;1.9
1370;Saint-Laurent-sur-Saône;39.8;1735;49;3273.6;83.1;19550;0,0;7.1
1371;Saint-Marcel;32.5;1300;16;111.7;81.2;25130;10,0;2.5
1372;Saint-Martin-de-Bavel;47.2;431;11;50.7;78.3;25590;0,0;19.4
1373;Saint-Martin-du-Frêne;47.5;1027;41;53.7;79.2;25030;38.4;9.6
1374;Saint-Martin-du-Mont;54.8;1953;45;69.5;82.4;25490;17.7;12,0
1375;Saint-Martin-le-Châtel;18.8;784;12;61.4;77.5;25350;34.4;6.2
1376;Saint-Maurice-de-Beynost;38.9;4243;109;607,0;78.4;23570;47,0;3.7
1378;Saint-Maurice-de-Gourdans;47.5;2826;57;111.3;82.9;28170;3.9;16.2
1379;Saint-Maurice-de-Rémens;56.8;758;14;73.2;83.1;24110;2.3;5.7
1380;Saint-Nizier-le-Bouchoux;14.3;589;22;20.8;75,0;22400;22.4;4.1
1381;Saint-Nizier-le-Désert;12.8;922;16;36.9;83.6;24340;15.4;28.2
1382;Sainte-Olive;35.3;357;12;48.3;83.8;25280;0,0;11.8
1383;Saint-Paul-de-Varax;17.7;1637;38;63,0;82.7;23200;12.3;1.9
1384;Saint-Rambert-en-Bugey;35.1;2179;52;76.3;75.8;20170;19.4;4.8
1385;Saint-Rémy;31.7;922;31;124.9;80.9;27430;7.7;52.2
1386;Saint-Sorlin-en-Bugey;57.3;1140;31;125.7;77.9;26690;16.5;1.1
1387;Saint-Sulpice;50,0;259;6;49.2;83.4;23240;0,0;33.3
1388;Saint-Trivier-de-Courtes;24.9;1122;48;67.9;79,0;21030;27.4;2.4
1389;Saint-Trivier-sur-Moignans;24.7;1910;56;45.5;83,0;23920;31.3;4.5
1390;Saint-Vulbas;45,0;1229;172;57.3;85.6;24750;51.6;0.6
1391;Salavre;13.1;295;9;38,0;82,0;22940;68.9;9.8
1392;Samognat;66.7;645;6;46,0;81.6;27660;0,0;0,0
1393;Sandrans;28.2;578;15;19.9;80.2;25970;0,0;12.8
1396;Sault-Brénaz;11.1;1007;24;179.5;79.3;21130;78.7;3.2
1397;Sauverny;38.5;1003;6;530.7;79.4;41070;2.6;5.1
1398;Savigneux;41.2;1459;47;98.9;83.5;26370;15.9;34.5
1399;Ségny;84.1;2676;50;825.9;84.1;42330;5.2;0.9
1400;Seillonnaz;12.5;136;3;14.2;72.8;22970;0,0;0,0
1401;Sergy;19,0;2279;14;240.9;78.8;42940;9.5;9.5
1402;Sermoyer;36,0;659;15;39.5;83.5;22230;0,0;8,0
1403;Serrières-de-Briord;37,0;1329;35;165.5;77.9;22690;5.2;6.7
1404;Serrières-sur-Ain;40,0;135;5;16.5;80.5;23640;0,0;0,0
1405;Servas;24.1;1287;36;98.6;79.7;22670;63.7;0.7
1406;Servignat;0,0;180;2;22.5;82.6;23480;0,0;0,0
1407;Seyssel;50,0;997;22;415.4;81.2;23780;15.3;0,0
1408;Simandre-sur-Suran;17.9;664;21;40.7;78.2;23210;69.4;2.2
1410;Sonthonnax-la-Montagne;33.3;287;9;20.3;88.1;27530;16.7;5.6
1411;Souclin;33.3;263;4;19.9;85.1;24340;0,0;0,0
1412;Sulignat;4.8;605;17;56,0;81.8;24630;16.7;2.4
1415;Talissieu;8.3;514;12;107.1;68.2;23340;0,0;1.7
1416;Tenay;6.8;1024;19;78,0;75.6;20410;41.6;2.5
